연번,시군명,업체명,소재지,사육업종,등록 또는 허가여부,데이터기준일자,매칭_상호,매칭_카테고리,매칭_지번주소,매칭_도로명주소,위도,경도
185,김제시,순흥농장,전북특별자치도 김제시 백산면 하정리 ***번지 *호 /***-*/***/*** ,한우,등록 ,2025-05-15,,,,,,
186,김제시,오성농장,전북특별자치도 김제시 백산면 부거리 ***번지  ,한우,허가,2025-05-15,효모발효 화식한우 소우화 오성농장,"서비스,산업>축산업",전북특별자치도 김제시 백산면 부거리 521,전북특별자치도 김제시 백산면 하건1길 134,35.8386561,126.8755926
187,김제시,리오목장,전북특별자치도 김제시 백산면 상정리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
188,김제시,익산농장,전북특별자치도 김제시 백산면 조종리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
189,김제시,일신농장,전북특별자치도 김제시 백산면 하정리 ***번지  ,한우,허가,2025-05-15,,,,,,
190,김제시,유진농장,전북특별자치도 김제시 백산면 조종리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
191,김제시,재봉농장,전북특별자치도 김제시 백산면 석교리 ***번지  ,한우,허가,2025-05-15,,,,,,
192,김제시,채령농장,전북특별자치도 김제시 백산면 상정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
193,김제시,산정농장,전북특별자치도 김제시 백산면 상정리 ***번지  ,한우,허가,2025-05-15,,,,,,
194,김제시,이문수농장,전북특별자치도 김제시 백산면 상정리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
195,김제시,대승농장,전북특별자치도 김제시 백산면 상정리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
196,김제시,통일한우농장,전북특별자치도 김제시 백산면 조종리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
197,김제시,순박1농장,"전북특별자치도 김제시 백산면 석교리 ***번지 *호 (***-**, ***-**) ",한우,허가,2025-05-15,,,,,,
198,김제시,상정농장,전북특별자치도 김제시 백산면 상정리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
199,김제시,이재형농장,전북특별자치도 김제시 백산면 상정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
200,김제시,대한농장,전북특별자치도 김제시 백산면 석교리 산 **번지 *호  ,한우,허가,2025-05-15,,,,,,
201,김제시,지만농장,전북특별자치도 김제시 백산면 조종리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
202,김제시,우림촌,전북특별자치도 김제시 백산면 상리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
203,김제시,대현농장,전북특별자치도 김제시 백산면 하정리 ***번지 (***) ,한우,허가,2025-05-15,,,,,,
204,김제시,용신농장,전북특별자치도 김제시 백산면 상정리 **번지 **호  ,한우,허가,2025-05-15,,,,,,
205,김제시,흥부농장,전북특별자치도 김제시 백산면 석교리 ***번지  ,한우,허가,2025-05-15,,,,,,
206,김제시,우림농장,전북특별자치도 김제시 백산면 상리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
207,김제시,상리소음방농장,전북특별자치도 김제시 백산면 상리 ***번지  ,한우,허가,2025-05-15,,,,,,
208,김제시,운모농장,전북특별자치도 김제시 백산면 수록리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
209,김제시,일수농장,전북특별자치도 김제시 백산면 상정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
210,김제시,시온농장,전북특별자치도 김제시 백산면 상리 ***번지 (***-*) ,한우,허가,2025-05-15,,,,,,
211,김제시,치부농장,전북특별자치도 김제시 백산면 상리 ***번지  ,한우,허가,2025-05-15,,,,,,
212,김제시,수진농장,전북특별자치도 김제시 백산면 상정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
213,김제시,연동농장,전북특별자치도 김제시 백산면 상리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
214,김제시,정원농장,"전북특별자치도 김제시 백산면 상리 ***번지 (***, ***, ***-*) ",한우,허가,2025-05-15,,,,,,
215,김제시,금성농장,전북특별자치도 김제시 백산면 조종리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
216,김제시,금성지평선농장,전북특별자치도 김제시 백산면 조종리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
217,김제시,흥부농장,전북특별자치도 김제시 백산면 석교리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
218,김제시,황금농장,"전북특별자치도 김제시 백산면 조종리 ***번지 *호 , ***-**, ***-** ",한우,허가,2025-05-15,,,,,,
219,김제시,상서농장,전북특별자치도 김제시 백산면 상리 **번지  ,한우,허가,2025-05-15,,,,,,
220,김제시,우리농장,전북특별자치도 김제시 백산면 부거리 ***번지  ,한우,허가,2025-05-15,,,,,,
221,김제시,재욱농장,전북특별자치도 김제시 백산면 석교리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
222,김제시,부부농장,전북특별자치도 김제시 백산면 부거리 ***번지  ,한우,허가,2025-05-15,,,,,,
223,김제시,선남농장,전북특별자치도 김제시 백산면 석교리 ***번지  ,한우,허가,2025-05-15,,,,,,
224,김제시,부창농장,전북특별자치도 김제시 백산면 부거리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
225,김제시,용정농장,전북특별자치도 김제시 백산면 상리 ***번지 **호 (***-**) ,한우,허가,2025-05-15,,,,,,
226,김제시,수인농장,전북특별자치도 김제시 백산면 석교리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
227,김제시,부일농장,전북특별자치도 김제시 백산면 조종리 ***번지 *호  ,한우,허가,2025-05-15,부일농장,"시설,건물>농공시설",전북특별자치도 김제시 백산면 조종리 333-6,전북특별자치도 김제시 백산면 백산로 566-4,35.8682897,126.8751023
228,김제시,석교농장,전북특별자치도 김제시 백산면 석교리 ***번지  ,한우,허가,2025-05-15,,,,,,
229,김제시,석교농장,전북특별자치도 김제시 백산면 석교리 ***번지  ,한우,허가,2025-05-15,,,,,,
230,김제시,주현농장,전북특별자치도 김제시 백산면 석교리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
231,김제시,은현농장,전북특별자치도 김제시 백산면 석교리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
232,김제시,푸른청맥한우,전북특별자치도 김제시 백산면 상리 ***번지  ,한우,허가,2025-05-15,,,,,,
233,김제시,성민농장,전북특별자치도 김제시 백산면 부거리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
234,김제시,미르농장,전북특별자치도 김제시 백산면 상리 ***번지 *호  ,한우,등록 ,2025-05-15,미르농장,농업>곡물재배,전북특별자치도 김제시 광활면 은파리 1048-4,전북특별자치도 김제시 광활면 광활5길 256-22,35.8140057,126.7500375
235,김제시,임금농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호  ,돼지,허가,2025-05-15,,,,,,
236,김제시,우촌농장,전북특별자치도 김제시 용지면 용암리 **번지 **호 (**-**) ,돼지,허가,2025-05-15,,,,,,
237,김제시,영수농장,"전북특별자치도 김제시 용지면 용암리 **번지 **호 (**-**, **-**) ",돼지,허가,2025-05-15,,,,,,
238,김제시,엠지축산농장,"전북특별자치도 김제시 용지면 신정리 ***번지 *호 (***-**, ***-**, ***, ***-*, ***-*) ",돼지,허가,2025-05-15,,,,,,
239,김제시,부교농장,전북특별자치도 김제시 용지면 부교리 ***번지 *호  ,돼지,허가,2025-05-15,백자농원,"시설,건물>농공시설",전북특별자치도 김제시 용지면 부교리 9-16,전북특별자치도 김제시 용지면 백자1길 43,35.8198382,126.9957468
240,김제시,대신농장,전북특별자치도 김제시 용지면 부교리 ***번지  ,돼지,허가,2025-05-15,,,,,,
241,김제시,길정해농장,전북특별자치도 김제시 용지면 봉의리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
242,김제시,현진농장,전북특별자치도 김제시 용지면 신정리 *번지 *호 외 *필지 ,돼지,허가,2025-05-15,,,,,,
243,김제시,청호농장,"전북특별자치도 김제시 용지면 용암리 **번지 **호 (**-**, **-**, **-***) ",돼지,허가,2025-05-15,,,,,,
244,김제시,희원농장,"전북특별자치도 김제시 용지면 용수리 ***번지 ***호 (***-***, ***-**) ",돼지,허가,2025-05-15,,,,,,
245,김제시,희원농장,"전북특별자치도 김제시 용지면 용수리 ***번지 **호 ***-**,***-** ",돼지,허가,2025-05-15,,,,,,
246,김제시,옥수농장,전북특별자치도 김제시 용지면 장신리 **번지  ,돼지,등록 ,2025-05-15,,,,,,
247,김제시,석영농장,"전북특별자치도 김제시 용지면 부교리 ***번지 **호 (***,**, ***-**, ***-**, ***-**) ",돼지,허가,2025-05-15,,,,,,
248,김제시,농업회사법인 유한회사 미소한돈,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,,,,,,
249,김제시,농업회사법인 유한회사 태흥축산 김제지점,전북특별자치도 김제시 용지면 신정리 ***번지  ,돼지,허가,2025-05-15,,,,,,
250,김제시,디딤돌농장,전북특별자치도 김제시 용지면 용수리 **번지 *호  ,돼지,허가,2025-05-15,,,,,,
251,김제시,농업회사법인(주)네오드림,"전북특별자치도 김제시 용지면 효정리 ***번지 (***-*,***,***,***,***-*,***-*,***-*,***-*,***,산**-*) ",돼지,허가,2025-05-15,,,,,,
252,김제시,농업회사법인 김제예촌농원 주식회사,전북특별자치도 김제시 용지면 예촌리 **번지 *호  ,돼지,허가,2025-05-15,,,,,,
253,김제시,농업회사법인대은유한회사,"전북특별자치도 김제시 용지면 송산리 **번지 ,**외 *필지 ",돼지,허가,2025-05-15,,,,,,
254,김제시,농업회사법인 팜스원(주),전북특별자치도 김제시 용지면 용수리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
255,김제시,재성농장,전북특별자치도 김제시 용지면 용암리 **번지 **호 /**-** ,돼지,허가,2025-05-15,,,,,,
256,김제시,용궁농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호  ,돼지,허가,2025-05-15,,,,,,
257,김제시,열린농장,"전북특별자치도 김제시 용지면 용암리 **번지 **호 (**-**, **-**) ",돼지,허가,2025-05-15,,,,,,
258,김제시,자흥농장,전북특별자치도 김제시 용지면 부교리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
259,김제시,청호농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호 외* ,돼지,허가,2025-05-15,,,,,,
260,김제시,청호농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호 외 *필지 ,돼지,허가,2025-05-15,,,,,,
261,김제시,춘우농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호  ,돼지,허가,2025-05-15,,,,,,
262,김제시,태준농장,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,,,,,,
263,김제시,반석농장,"전북특별자치도 김제시 용지면 예촌리 ***번지 *호 (***, ***-*, ***, ***-*, ***, ***-**) ",돼지,허가,2025-05-15,,,,,,
264,김제시,산마루농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호  ,돼지,허가,2025-05-15,산마루농장,축산업>양돈업,전북특별자치도 김제시 용지면 용암리 18-121,전북특별자치도 김제시 용지면 신암1길 42-6,35.8365901,126.9851918
265,김제시,산마루농장,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,산마루농장,축산업>양돈업,전북특별자치도 김제시 용지면 용암리 18-121,전북특별자치도 김제시 용지면 신암1길 42-6,35.8365901,126.9851918
266,김제시,산마루농장,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,산마루농장,축산업>양돈업,전북특별자치도 김제시 용지면 용암리 18-121,전북특별자치도 김제시 용지면 신암1길 42-6,35.8365901,126.9851918
267,김제시,산마루농장,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,산마루농장,축산업>양돈업,전북특별자치도 김제시 용지면 용암리 18-121,전북특별자치도 김제시 용지면 신암1길 42-6,35.8365901,126.9851918
268,김제시,무지개농장,전북특별자치도 김제시 용지면 부교리 ***번지 **호  ,돼지,허가,2025-05-15,,,,,,
269,김제시,샛별농장,"전북특별자치도 김제시 용지면 용암리 **번지 **호 (**-**, **-**) ",돼지,허가,2025-05-15,,,,,,
270,김제시,샛별농장,전북특별자치도 김제시 용지면 용암리 **번지 **호 (**-**) ,돼지,허가,2025-05-15,,,,,,
271,김제시,하늘농장,전북특별자치도 김제시 용지면 용수리 ***번지 ***호  ,돼지,등록 ,2025-05-15,,,,,,
272,김제시,형제농장,"전북특별자치도 김제시 용지면 신정리 *번지 **호 *-**,*-**,*-**,*-**,*-**,*-** ",돼지,허가,2025-05-15,,,,,,
273,김제시,두리농장,전북특별자치도 김제시 용지면 신정리 ***번지 *호  ,돼지,등록 ,2025-05-15,,,,,,
274,김제시,송산농장,전북특별자치도 김제시 용지면 송산리 **번지 *호  ,돼지,등록 ,2025-05-15,,,,,,
275,김제시,예원농장,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,,,,,,
276,김제시,황토농장,전북특별자치도 김제시 용지면 예촌리 *번지 **호  ,돼지,허가,2025-05-15,,,,,,
277,김제시,서정농장,"전북특별자치도 김제시 용지면 신정리 *번지 **호 (*-*, *-**, *-**, *-**) ",돼지,허가,2025-05-15,서정농원,"시설,건물>농공시설",전북특별자치도 김제시 서정동 303-2,전북특별자치도 김제시 동석길 265-42,35.7621091,126.9274261
278,김제시,힐링팜,전북특별자치도 김제시 용지면 반교리 ***번지 **호  ,돼지,허가,2025-05-15,,,,,,
279,김제시,용암농장,전북특별자치도 김제시 용지면 용암리 **번지 ***호  ,돼지,허가,2025-05-15,,,,,,
280,김제시,대은농장,전북특별자치도 김제시 용지면 송산리 **번지  ,돼지,허가,2025-05-15,,,,,,
281,김제시,엠지축산,"전북특별자치도 김제시 용지면 예촌리 ***번지 *호 (***-**, ***-**) ",돼지,허가,2025-05-15,엠지축산영농조합법인,"서비스,산업>기업",전북특별자치도 김제시 백산면 하서리 16,전북특별자치도 김제시 백산면 백산로 173-227,35.8334926,126.8791016
282,김제시,드림농장,전북특별자치도 김제시 용지면 용암리 **번지 **호  ,돼지,허가,2025-05-15,,,,,,
283,김제시,정축산,전북특별자치도 김제시 용지면 신정리 *번지 **호  ,돼지,허가,2025-05-15,,,,,,
284,김제시,보람농장,"전북특별자치도 김제시 용지면 용암리 **번지 **호 외 *필지(**-**, **-**, **-***, **-***, **-***) ",돼지,허가,2025-05-15,,,,,,
285,김제시,형제농장,전북특별자치도 김제시 용지면 용수리 ***번지  ,돼지,허가,2025-05-15,,,,,,
286,김제시,정우농장2,전북특별자치도 김제시 용지면 신정리 ***번지 **호  ,돼지,허가,2025-05-15,,,,,,
287,김제시,정우농장3,"전북특별자치도 김제시 용지면 용암리 **-**, **-*** ",돼지,허가,2025-05-15,,,,,,
288,김제시,권주농장,"전북특별자치도 김제시 용지면 용암리 **번지 ***호 (**-***, **-***, **-***, **-***, **-***, **-***) ",돼지,허가,2025-05-15,,,,,,
289,김제시,그린 팜,"전북특별자치도 김제시 용지면 용암리 **번지 ***호 외 *필지(**-***, **-***, **-***) ",돼지,허가,2025-05-15,,,,,,
290,김제시,아멘농장,전북특별자치도 김제시 용지면 신정리 *번지 **호  ,돼지,허가,2025-05-15,,,,,,
291,김제시,청비영농조합법인,"전북특별자치도 김제시 용지면 신정리 ***번지 **호 (***-**, ***-*, -**, -**, -**, -**, -**, -**, -**) ",돼지,허가,2025-05-15,,,,,,
